%  columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=598015, Thu Nov 26 13:43:47 2015
1 120 0.376489565515 0.376489565515 0.376489565515 0.376489565515 1 1
35 4200 0.0954872472434 0.0954872472434 0.0954872472434 0.0954872472434 0.951058753578 1.04665526667
2 240 0.301612994041 0.301612994041 0.301612994041 0.301612994041 0.83569552228 1.1408825505
3 360 0.099379884582 0.099379884582 0.099379884582 0.099379884582 0.949010071294 1.04851317807
4 480 0.11217739553 0.11217739553 0.11217739553 0.11217739553 0.942243389189 1.05459821521
5 600 0.271007371076 0.271007371076 0.271007371076 0.271007371076 0.853810651681 1.127389627
6 720 0.641646923058 0.641646923058 0.641646923058 0.641646923058 0.598625990868 1.28126770156
7 840 0.505364098222 0.505364098222 0.505364098222 0.505364098222 0.703303563035 1.22693280102
8 960 0.636623255705 0.636623255705 0.636623255705 0.636623255705 0.602807385734 1.279305771
9 1080 0.402889997901 0.402889997901 0.402889997901 0.402889997901 0.772728931838 1.18443657403
10 1200 0.590307249982 0.590307249982 0.590307249982 0.590307249982 0.64007245685 1.26107384795
11 1320 0.583183080114 0.583183080114 0.583183080114 0.583183080114 0.645613599521 1.25824603322
12 1440 0.558802580856 0.558802580856 0.558802580856 0.558802580856 0.664226933468 1.24852015637
13 1560 0.436726110811 0.436726110811 0.436726110811 0.436726110811 0.750515748795 1.19863510328
14 1680 0.259915341957 0.259915341957 0.259915341957 0.259915341957 0.860281731785 1.12245950571
15 1800 0.166432068808 0.166432068808 0.166432068808 0.166432068808 0.912999414672 1.08001484657
16 1920 0.335824730065 0.335824730065 0.335824730065 0.335824730065 0.814969490187 1.15577884133
17 2040 -0.0775752224346 -0.0775752224346 -0.0775752224346 -0.0775752224346 0.960429475581 1.03806320734
18 2160 0.113218722791 0.113218722791 0.113218722791 0.113218722791 0.94169064836 1.05509180775
19 2280 0.198539004926 0.198539004926 0.198539004926 0.198539004926 0.895243539532 1.09477806195
20 2400 0.0517416167121 0.0517416167121 0.0517416167121 0.0517416167121 0.973785594106 1.02554454643
21 2520 0.261931271753 0.261931271753 0.261931271753 0.261931271753 0.85910926444 1.12335714346
22 2640 0.265428170376 0.265428170376 0.265428170376 0.265428170376 0.857071659562 1.12491251677
23 2760 0.0879637834864 0.0879637834864 0.0879637834864 0.0879637834864 0.955005872502 1.04305502419
24 2880 -0.518327191734 -0.518327191734 -0.518327191734 -0.518327191734 0.694026518417 1.2322042005
25 3000 -0.365281584932 -0.365281584932 -0.365281584932 -0.365281584932 0.796692170834 1.16845264557
26 3120 -0.252966101965 -0.252966101965 -0.252966101965 -0.252966101965 0.86431122753 1.11935968391
27 3240 0.129802301401 0.129802301401 0.129802301401 0.129802301401 0.932843876862 1.06292158761
28 3360 -0.0499733454574 -0.0499733454574 -0.0499733454574 -0.0499733454574 0.974693107877 1.02468207043
29 3480 -0.229489085738 -0.229489085738 -0.229489085738 -0.229489085738 0.877787510883 1.10882328878
30 3600 -0.167434263669 -0.167434263669 -0.167434263669 -0.167434263669 0.912450402121 1.08047871967
31 3720 -0.249642936189 -0.249642936189 -0.249642936189 -0.249642936189 0.866231530142 1.11787429355
32 3840 -0.412194443954 -0.412194443954 -0.412194443954 -0.412194443954 0.766684782714 1.18835787705
33 3960 -0.429834828344 -0.429834828344 -0.429834828344 -0.429834828344 0.755092823205 1.19575701058
34 4080 0.0415533078713 0.0415533078713 0.0415533078713 0.0415533078713 0.979002907109 1.02056519041
